Confidence Interval (0.9999%),0.010515228148564905
Entropy Calculator,0.06814613647258642
External Calculator (LogisticRegression),0.025139210852385043
Combined Calculator (XGBoost),0.2019826616606672
Multiple Combined Calculator (3 - GBLsLn classifiers),0.07255137650228087
Multiple Combined Calculator (4 - GBBBPePe classifiers),0.11002928192311018
Multiple Combined Calculator (3 - DrRrXt classifiers),0.3448494264184569
Trust Calculator on 19 Neighbors_Trust,0.009238495572149364
MonteCarlo Uncertainty,0.02827094604472696
FeatureBagging Uncertainty (50),0.12927723640507227
